episode,timestep,reward
80,500,6.175
167,1000,5.7701
245,1500,6.4103
328,2000,6.0361
416,2500,5.7045
494,3000,6.2692
577,3500,6.1446
652,4000,6.6667
730,4500,6.3846
813,5000,5.988
826,5500,37.8462
834,6000,60.25
841,6500,69.0
847,7000,89.1667
851,7500,110.0
855,8000,109.75
859,8500,144.0
861,9000,192.0
862,10000,970.0
